ID_Envio,Operador_Logistico,Tipo_Paquete,Tipo_Vehiculo,Modo_Envio,Zona,Clima,Distancia_Km,Peso_Kg,Tiempo_Real_Hs,Tiempo_Esperado_Hs,Con_Demora,Estado_Envio,Calificacion,Costo_Envio,Desvio_Hs
23630.0,Fedex,Farmacia,Motocicleta,Expreso,Sur,Frío,117.6,26.16,3.0,4.0,No,Entregado,5,716.48,-1.0
23632.0,Xpressbees,Autopartes,Motocicleta,Mismo día,Centro,Calor,297.1,10.74,10.0,8.0,Si,Demorado,2,1618.72,2.0
23633.0,Ekart,Cosmética,Camión,Estándar,Oeste,Tormenta,183.5,13.34,7.0,24.0,No,Entregado,5,957.52,-17.0
23634.0,Shadowfax,Frágil,Furgoneta,48 hs,Sur,Despejado,186.7,8.99,7.0,16.0,No,Entregado,5,960.47,-9.0
23635.0,Blue dart,Farmacia,Furgoneta,Mismo día,Oeste,Neblina,47.2,35.09,3.0,8.0,No,Entregado,5,441.27,-5.0
23636.0,Ekart,Electrónica,Furgoneta,Estándar,Norte,Calor,246.7,10.51,7.0,24.0,No,Entregado,4,1265.03,-17.0
23637.0,Ecom express,Autopartes,Camión,Estándar,Sur,Frío,147.4,9.26,4.0,24.0,No,Entregado,5,764.78,-20.0
23638.0,Delhivery,Cosmética,Camión,Expreso,Sur,Despejado,34.9,18.75,3.0,2.0,Si,Demorado,2,280.75,1.0
23639.0,Ecom express,Indumentaria,Motocicleta,48 hs,Este,Tormenta,21.6,3.04,6.0,16.0,No,Entregado,4,117.12,-10.0
23640.0,Fedex,Documentación,Motocicleta,48 hs,Este,Neblina,294.7,39.13,12.0,16.0,No,Entregado,5,1590.89,-4.0
23642.0,Amazon logistics,Documentación,Furgoneta,Mismo día,Sur,Despejado,261.2,33.43,8.0,8.0,Si,Demorado,2,1506.29,0.0
23643.0,Delhivery,Farmacia,Motocicleta,Expreso,Sur,Neblina,38.5,0.67,5.0,2.0,Si,Demorado,2,243.76,3.0
23644.0,Ekart,Muebles,Camión,48 hs,Norte,Frío,208.3,8.47,7.0,16.0,No,Entregado,5,1066.91,-9.0
23645.0,Ekart,Indumentaria,Furgoneta,Mismo día,Norte,Frío,65.5,48.12,3.0,8.0,No,Entregado,4,571.86,-5.0
23646.0,Amazon logistics,Cosmética,Camión,Expreso,Sur,Neblina,161.7,30.37,5.0,5.0,Si,Demorado,2,949.61,0.0
23647.0,Dhl,Documentación,Motocicleta,Expreso,Oeste,Frío,10.4,19.9,0.0,2.0,No,Entregado,4,161.7,-2.0
23648.0,Shadowfax,Indumentaria,Motocicleta,48 hs,Centro,Despejado,253.5,33.2,7.0,16.0,No,Entregado,5,1367.1,-9.0
23649.0,Delhivery,Autopartes,Motocicleta,Expreso,Centro,Calor,77.4,3.41,3.0,3.0,No,Entregado,5,447.23,0.0
23650.0,Xpressbees,Documentación,Motocicleta,48 hs,Sur,Calor,234.1,32.78,11.0,16.0,No,Entregado,4,1268.84,-5.0
23651.0,Xpressbees,Documentación,Motocicleta,Estándar,Este,Neblina,262.7,49.24,12.0,24.0,No,Entregado,5,1461.22,-12.0
23652.0,Ekart,Cosmética,Furgoneta,Expreso,Sur,Neblina,142.3,8.48,7.0,4.0,Si,Demorado,2,786.94,3.0
23653.0,Amazon logistics,Cosmética,Motocicleta,Mismo día,Norte,Lluvia,288.7,20.82,15.0,8.0,Si,Demorado,2,1605.96,7.0
23654.0,Fedex,Indumentaria,Camión,Estándar,Oeste,Tormenta,193.7,16.37,11.0,24.0,No,Entregado,4,1017.61,-13.0
23655.0,Xpressbees,Electrónica,Motocicleta,Estándar,Norte,Calor,61.0,10.68,2.0,24.0,No,Entregado,3,337.04,-22.0
23656.0,Blue dart,Frágil,Motocicleta,Mismo día,Norte,Frío,131.4,26.02,2.0,8.0,No,Entregado,4,835.06,-6.0
23657.0,Ecom express,Muebles,Motocicleta,Mismo día,Centro,Neblina,87.2,47.73,5.0,8.0,No,Entregado,4,679.19,-3.0
23658.0,Ekart,Muebles,Furgoneta,Estándar,Centro,Lluvia,222.2,25.99,13.0,24.0,No,Entregado,4,1188.97,-11.0
23660.0,Delhivery,Farmacia,Furgoneta,Estándar,Este,Tormenta,34.5,39.21,5.0,24.0,No,Entregado,5,290.13,-19.0
23661.0,Delhivery,Cosmética,Motocicleta,Estándar,Oeste,Calor,64.0,36.81,1.0,24.0,No,Entregado,4,430.43,-23.0
23662.0,Blue dart,Electrónica,Motocicleta,Expreso,Este,Despejado,13.2,37.16,1.0,2.0,No,Entregado,5,227.48,-1.0
23663.0,Ecom express,Documentación,Motocicleta,Estándar,Oeste,Neblina,208.6,48.5,9.0,24.0,No,Entregado,4,1188.5,-15.0
23664.0,Blue dart,Autopartes,Motocicleta,Expreso,Norte,Frío,190.3,43.73,6.0,5.0,Si,Fallido,1,1132.69,1.0
23665.0,Amazon logistics,Indumentaria,Motocicleta,Estándar,Centro,Despejado,71.2,24.65,4.0,24.0,No,Entregado,4,429.95,-20.0
23666.0,Shadowfax,Autopartes,Furgoneta,48 hs,Norte,Lluvia,192.5,24.23,9.0,16.0,No,Entregado,3,1035.19,-7.0
23668.0,Dhl,Indumentaria,Motocicleta,Estándar,Centro,Neblina,209.4,32.29,5.0,24.0,No,Entregado,5,1143.87,-19.0
23669.0,Fedex,Farmacia,Motocicleta,48 hs,Norte,Tormenta,245.4,18.53,14.0,16.0,No,Entregado,4,1282.59,-2.0
23670.0,Ekart,Farmacia,Furgoneta,Expreso,Sur,Calor,55.7,37.12,3.0,3.0,Si,Demorado,3,439.86,0.0
23672.0,Amazon logistics,Frágil,Motocicleta,Mismo día,Este,Frío,178.8,22.21,6.0,8.0,No,Entregado,4,1060.63,-2.0
23673.0,Amazon logistics,Electrónica,Camión,Expreso,Norte,Tormenta,120.9,28.97,8.0,4.0,Si,Demorado,2,741.41,4.0
23674.0,Fedex,Indumentaria,Motocicleta,Mismo día,Este,Neblina,108.4,14.33,5.0,8.0,No,Entregado,3,684.99,-3.0
23675.0,Ecom express,Farmacia,Motocicleta,Estándar,Centro,Tormenta,290.3,20.52,13.0,24.0,No,Entregado,4,1513.06,-11.0
23676.0,Ecom express,Farmacia,Motocicleta,Expreso,Norte,Despejado,15.6,15.66,2.0,2.0,Si,Demorado,3,174.98,0.0
23677.0,Delhivery,Cosmética,Motocicleta,Mismo día,Centro,Calor,198.9,41.21,6.0,8.0,No,Entregado,5,1218.13,-2.0
23678.0,Shadowfax,Frágil,Furgoneta,Estándar,Oeste,Tormenta,261.2,6.57,10.0,24.0,No,Entregado,3,1325.71,-14.0
23679.0,Xpressbees,Autopartes,Furgoneta,Expreso,Este,Tormenta,275.8,33.47,15.0,7.0,Si,Fallido,1,1529.41,8.0
23680.0,Delhivery,Muebles,Motocicleta,Expreso,Este,Despejado,214.2,6.55,7.0,6.0,Si,Demorado,2,1140.65,1.0
23681.0,Shadowfax,Muebles,Furgoneta,Estándar,Norte,Despejado,121.0,22.19,3.0,24.0,No,Entregado,3,671.57,-21.0
23682.0,Ecom express,Autopartes,Motocicleta,48 hs,Centro,Neblina,17.4,13.87,3.0,16.0,No,Entregado,3,128.61,-13.0
23683.0,Ekart,Autopartes,Furgoneta,48 hs,Norte,Despejado,198.2,46.07,5.0,16.0,No,Entregado,5,1129.21,-11.0
23684.0,Amazon logistics,Electrónica,Motocicleta,Expreso,Norte,Neblina,230.2,29.55,11.0,6.0,Si,Demorado,2,1289.65,5.0
23685.0,Ecom express,Muebles,Furgoneta,48 hs,Oeste,Frío,94.1,28.8,5.0,16.0,No,Entregado,4,556.9,-11.0
23686.0,Shadowfax,Autopartes,Motocicleta,Expreso,Norte,Neblina,137.1,35.21,7.0,4.0,Si,Demorado,2,841.13,3.0
23687.0,Shadowfax,Electrónica,Furgoneta,Estándar,Norte,Calor,48.8,31.38,4.0,24.0,No,Entregado,4,338.14,-20.0
23688.0,Fedex,Autopartes,Camión,48 hs,Sur,Neblina,54.9,4.41,2.0,16.0,No,Entregado,5,287.73,-14.0
23689.0,Dhl,Cosmética,Motocicleta,Estándar,Este,Neblina,233.4,29.86,7.0,24.0,No,Entregado,3,1256.58,-17.0
23690.0,Fedex,Indumentaria,Camión,Estándar,Sur,Calor,76.9,40.05,2.0,24.0,No,Entregado,4,504.65,-22.0
23691.0,Fedex,Farmacia,Furgoneta,Expreso,Centro,Frío,186.4,47.36,3.0,5.0,No,Entregado,5,1124.08,-2.0
23694.0,Xpressbees,Farmacia,Furgoneta,Mismo día,Este,Tormenta,180.1,42.38,11.0,8.0,Si,Demorado,3,1127.64,3.0
23695.0,Dhl,Cosmética,Motocicleta,48 hs,Este,Lluvia,236.1,8.79,15.0,16.0,No,Entregado,3,1206.87,-1.0
23696.0,Fedex,Autopartes,Motocicleta,Expreso,Sur,Lluvia,93.7,3.23,6.0,3.0,Si,Fallido,2,528.19,3.0
23698.0,Blue dart,Indumentaria,Furgoneta,48 hs,Sur,Tormenta,119.9,16.82,10.0,16.0,No,Entregado,5,649.96,-6.0
23699.0,Dhl,Frágil,Camión,48 hs,Centro,Despejado,224.0,46.46,6.0,16.0,No,Entregado,3,1259.38,-10.0
23701.0,Amazon logistics,Cosmética,Motocicleta,Mismo día,Este,Despejado,12.5,23.54,2.0,8.0,No,Entregado,4,233.12,-6.0
23702.0,Blue dart,Frágil,Motocicleta,48 hs,Sur,Lluvia,58.9,5.19,5.0,16.0,No,Entregado,4,310.07,-11.0
23703.0,Ekart,Electrónica,Motocicleta,Mismo día,Norte,Neblina,296.7,37.47,8.0,8.0,Si,Demorado,2,1632.7206,0.0
23705.0,Blue dart,Electrónica,Furgoneta,48 hs,Sur,Calor,217.6,37.25,7.0,16.0,No,Entregado,5,1199.75,-9.0
23706.0,Dhl,Farmacia,Motocicleta,Expreso,Oeste,Lluvia,297.1,12.93,13.0,7.0,Si,Demorado,3,1584.79,6.0
23707.0,Xpressbees,Frágil,Motocicleta,Estándar,Centro,Lluvia,127.5,2.91,6.0,24.0,No,Entregado,3,646.23,-18.0
23708.0,Ecom express,Farmacia,Furgoneta,Estándar,Oeste,Neblina,90.8,1.86,7.0,24.0,No,Entregado,4,459.58,-17.0
23709.0,Blue dart,Documentación,Motocicleta,Expreso,Norte,Neblina,162.3,34.9,11.0,5.0,Si,Fallido,2,966.2,6.0
23710.0,Ekart,Autopartes,Motocicleta,Expreso,Norte,Neblina,272.3,32.55,11.0,7.0,Si,Demorado,3,1509.15,4.0
23711.0,Fedex,Electrónica,Motocicleta,Mismo día,Este,Despejado,84.6,33.88,3.0,8.0,No,Entregado,4,624.64,-5.0
23712.0,Ekart,Indumentaria,Camión,Estándar,Este,Frío,224.6,45.27,5.0,24.0,No,Entregado,4,1258.81,-19.0
23714.0,Ekart,Autopartes,Motocicleta,Expreso,Este,Calor,118.1,40.47,5.0,4.0,Si,Demorado,2,761.91,1.0
23715.0,Dhl,Autopartes,Motocicleta,Estándar,Norte,Tormenta,43.7,33.63,5.0,24.0,No,Entregado,5,319.39,-19.0
23716.0,Fedex,Farmacia,Motocicleta,Estándar,Oeste,Tormenta,168.6,22.92,12.0,24.0,No,Entregado,5,911.76,-12.0
23717.0,Dhl,Autopartes,Motocicleta,Mismo día,Centro,Frío,20.3,3.52,1.0,8.0,No,Entregado,5,212.06,-7.0
23718.0,Shadowfax,Autopartes,Motocicleta,Expreso,Norte,Despejado,195.7,21.3,5.0,5.0,No,Entregado,4,1092.4,0.0
23719.0,Amazon logistics,Farmacia,Motocicleta,Estándar,Sur,Neblina,265.4,11.97,9.0,24.0,No,Entregado,4,1362.91,-15.0
23720.0,Fedex,Indumentaria,Motocicleta,Estándar,Oeste,Lluvia,86.3,40.54,7.0,24.0,No,Entregado,4,553.12,-17.0
23721.0,Fedex,Autopartes,Furgoneta,48 hs,Oeste,Frío,139.4,34.39,5.0,16.0,No,Entregado,4,800.17,-11.0
23722.0,Ecom express,Farmacia,Motocicleta,Mismo día,Este,Despejado,122.4,22.31,4.0,8.0,No,Entregado,4,778.93,-4.0
23723.0,Ecom express,Indumentaria,Furgoneta,Estándar,Centro,Lluvia,218.4,37.16,10.0,24.0,No,Entregado,4,1203.48,-14.0
23724.0,Ecom express,Frágil,Camión,Mismo día,Este,Tormenta,245.8,18.69,12.0,8.0,Si,Demorado,2,1385.07,4.0
23726.0,Amazon logistics,Frágil,Camión,Mismo día,Este,Despejado,205.2,7.48,7.0,8.0,No,Entregado,4,1148.44,-1.0
23727.0,Ecom express,Documentación,Furgoneta,48 hs,Centro,Frío,20.1,26.88,0.0,16.0,No,Entregado,3,181.14,-16.0
23728.0,Amazon logistics,Electrónica,Motocicleta,Mismo día,Este,Despejado,174.4,47.63,6.0,8.0,No,Entregado,4,1114.89,-2.0
23729.0,Xpressbees,Muebles,Camión,Mismo día,Norte,Lluvia,149.5,45.8,7.0,8.0,No,Entregado,3,984.9,-1.0
23730.0,Dhl,Muebles,Furgoneta,Estándar,Centro,Neblina,14.2,23.4,3.0,24.0,No,Entregado,4,141.2,-21.0
23731.0,Xpressbees,Frágil,Furgoneta,48 hs,Este,Neblina,258.8,24.06,8.0,16.0,No,Entregado,5,1366.18,-8.0
23732.0,Shadowfax,Indumentaria,Camión,Estándar,Oeste,Calor,131.4,12.4,4.0,24.0,No,Entregado,4,694.2,-20.0
23733.0,Amazon logistics,Autopartes,Motocicleta,48 hs,Este,Lluvia,246.3,41.19,11.0,16.0,No,Entregado,5,1355.07,-5.0
23734.0,Dhl,Indumentaria,Motocicleta,Mismo día,Sur,Neblina,130.9,4.8,8.0,8.0,Si,Demorado,2,768.9,0.0
23735.0,Xpressbees,Autopartes,Motocicleta,Expreso,Sur,Tormenta,98.4,49.52,8.0,3.0,Si,Demorado,2,691.49,5.0
23736.0,Amazon logistics,Cosmética,Motocicleta,Expreso,Norte,Despejado,138.4,33.3,4.0,4.0,No,Entregado,3,841.9,0.0
23738.0,Blue dart,Autopartes,Motocicleta,Mismo día,Sur,Tormenta,45.0,32.47,8.0,8.0,Si,Demorado,3,422.41,0.0
23740.0,Blue dart,Farmacia,Furgoneta,Estándar,Norte,Neblina,15.1,38.54,3.0,24.0,No,Entregado,4,191.12,-21.0
23741.0,Ecom express,Electrónica,Motocicleta,Estándar,Oeste,Tormenta,5.5,8.17,5.0,24.0,No,Entregado,4,95.6674,-19.0
23742.0,Delhivery,Electrónica,Motocicleta,Expreso,Oeste,Frío,145.8,25.35,6.0,4.0,Si,Demorado,3,855.05,2.0
23744.0,Shadowfax,Documentación,Motocicleta,Expreso,Oeste,Despejado,267.2,25.64,7.0,7.0,Si,Demorado,3,1462.92,0.0
23745.0,Fedex,Documentación,Motocicleta,48 hs,Centro,Calor,83.3,4.19,3.0,16.0,No,Entregado,4,429.07,-13.0
23747.0,Dhl,Farmacia,Furgoneta,Mismo día,Oeste,Neblina,276.1,43.33,10.0,8.0,Si,Demorado,2,1610.49,2.0
23748.0,Delhivery,Indumentaria,Furgoneta,48 hs,Centro,Calor,28.5,8.29,2.0,16.0,No,Entregado,4,167.37,-14.0
23749.0,Shadowfax,Cosmética,Motocicleta,Estándar,Oeste,Despejado,96.0,10.83,3.0,24.0,No,Entregado,5,512.49,-21.0
23750.0,Fedex,Frágil,Furgoneta,Mismo día,Centro,Frío,53.1,19.17,3.0,8.0,No,Entregado,5,423.01,-5.0
23751.0,Fedex,Frágil,Furgoneta,Expreso,Centro,Despejado,187.8,40.93,7.0,5.0,Si,Demorado,3,1111.79,2.0
23752.0,Dhl,Indumentaria,Furgoneta,48 hs,Este,Frío,295.7,16.4,6.0,16.0,No,Entregado,5,1527.7,-10.0
23753.0,Ecom express,Frágil,Motocicleta,48 hs,Oeste,Lluvia,196.6,11.74,11.0,16.0,No,Entregado,5,1018.22,-5.0
23754.0,Amazon logistics,Indumentaria,Camión,Mismo día,Este,Neblina,265.6,49.52,12.0,8.0,Si,Fallido,1,1577.28,4.0
23755.0,Blue dart,Electrónica,Motocicleta,Mismo día,Centro,Lluvia,210.8,43.85,9.0,8.0,Si,Demorado,3,1285.55,1.0
23756.0,Delhivery,Cosmética,Motocicleta,48 hs,Norte,Calor,188.8,0.69,5.0,16.0,No,Entregado,5,946.07,-11.0
23757.0,Blue dart,Cosmética,Motocicleta,Mismo día,Centro,Tormenta,101.0,26.01,7.0,8.0,No,Entregado,4,683.03,-1.0
23758.0,Delhivery,Indumentaria,Furgoneta,48 hs,Centro,Neblina,215.2,26.98,7.0,16.0,No,Entregado,3,1156.94,-9.0
23761.0,Fedex,Cosmética,Camión,48 hs,Este,Neblina,204.8,35.54,5.0,16.0,No,Entregado,5,1130.62,-11.0
23762.0,Shadowfax,Muebles,Motocicleta,Estándar,Oeste,Calor,272.5,19.04,7.0,24.0,No,Entregado,4,1419.62,-17.0
23763.0,Amazon logistics,Farmacia,Motocicleta,Estándar,Sur,Frío,213.8,38.41,7.0,24.0,No,Entregado,4,1184.23,-17.0
23764.0,Amazon logistics,Electrónica,Furgoneta,48 hs,Oeste,Despejado,67.9,2.47,3.0,16.0,No,Entregado,4,346.91,-13.0
23765.0,Dhl,Autopartes,Motocicleta,Expreso,Este,Lluvia,252.0,13.23,8.0,7.0,Si,Demorado,2,1349.69,1.0
23766.0,Shadowfax,Farmacia,Motocicleta,Mismo día,Sur,Lluvia,158.2,16.64,7.0,8.0,No,Entregado,5,940.92,-1.0
23767.0,Shadowfax,Cosmética,Motocicleta,48 hs,Este,Tormenta,51.3,1.33,7.0,16.0,No,Entregado,3,260.49,-9.0
23768.0,Ecom express,Muebles,Motocicleta,Expreso,Norte,Frío,187.4,11.89,5.0,5.0,Si,Demorado,2,1022.67,0.0
23769.0,Xpressbees,Documentación,Motocicleta,Estándar,Este,Frío,37.1,33.98,2.0,24.0,No,Entregado,4,287.44,-22.0
23770.0,Ekart,Cosmética,Furgoneta,Mismo día,Oeste,Tormenta,71.2,8.77,8.0,8.0,Si,Demorado,2,482.31,0.0
23771.0,Amazon logistics,Documentación,Motocicleta,Mismo día,Centro,Frío,220.8,37.49,5.0,8.0,No,Entregado,3,1316.47,-3.0
23772.0,Dhl,Indumentaria,Furgoneta,Expreso,Sur,Calor,289.6,49.08,10.0,7.0,Si,Demorado,3,1632.7206,3.0
23773.0,Xpressbees,Muebles,Motocicleta,Mismo día,Norte,Calor,106.0,25.31,4.0,8.0,No,Entregado,3,705.93,-4.0
23775.0,Amazon logistics,Autopartes,Camión,48 hs,Centro,Calor,46.2,29.67,3.0,16.0,No,Entregado,5,320.01,-13.0
23776.0,Delhivery,Farmacia,Motocicleta,Mismo día,Centro,Despejado,170.0,17.17,6.0,8.0,No,Entregado,5,1001.51,-2.0
23778.0,Amazon logistics,Electrónica,Camión,48 hs,Este,Despejado,217.5,25.39,6.0,16.0,No,Entregado,4,1163.67,-10.0
23780.0,Delhivery,Indumentaria,Motocicleta,Mismo día,Oeste,Frío,207.1,4.98,6.0,8.0,No,Entregado,5,1150.44,-2.0
23781.0,Ekart,Indumentaria,Camión,48 hs,Sur,Calor,108.3,19.75,3.0,16.0,No,Entregado,3,600.75,-13.0
23782.0,Fedex,Documentación,Motocicleta,Expreso,Sur,Tormenta,32.7,28.39,4.0,2.0,Si,Demorado,2,298.67,2.0
23783.0,Blue dart,Farmacia,Camión,Estándar,Centro,Frío,289.7,16.77,7.0,24.0,No,Entregado,5,1498.81,-17.0
23784.0,Blue dart,Electrónica,Motocicleta,48 hs,Norte,Calor,250.4,37.05,9.0,16.0,No,Entregado,4,1363.15,-7.0
23785.0,Dhl,Indumentaria,Camión,Estándar,Oeste,Tormenta,163.4,1.13,10.0,24.0,No,Entregado,5,820.39,-14.0
23786.0,Shadowfax,Electrónica,Furgoneta,Expreso,Norte,Neblina,55.7,23.86,5.0,3.0,Si,Demorado,2,400.08,2.0
23787.0,Fedex,Autopartes,Motocicleta,48 hs,Oeste,Lluvia,288.7,47.42,12.0,16.0,No,Entregado,3,1585.76,-4.0
23788.0,Amazon logistics,Autopartes,Motocicleta,48 hs,Sur,Lluvia,95.2,41.72,5.0,16.0,No,Entregado,5,601.16,-11.0
23789.0,Ecom express,Documentación,Furgoneta,Estándar,Norte,Neblina,266.4,41.7,12.0,24.0,No,Entregado,3,1457.1,-12.0
23790.0,Delhivery,Muebles,Camión,Expreso,Norte,Despejado,66.2,6.62,2.0,3.0,No,Entregado,4,400.86,-1.0
23791.0,Xpressbees,Documentación,Motocicleta,Mismo día,Norte,Despejado,86.8,6.65,3.0,8.0,No,Entregado,5,553.95,-5.0
23792.0,Blue dart,Muebles,Furgoneta,Expreso,Centro,Lluvia,101.4,35.91,6.0,4.0,Si,Fallido,1,664.73,2.0
23793.0,Dhl,Muebles,Motocicleta,Mismo día,Centro,Neblina,123.4,37.72,7.0,8.0,No,Entregado,4,830.16,-1.0
23794.0,Dhl,Documentación,Camión,Mismo día,Sur,Despejado,272.0,10.73,11.0,8.0,Si,Demorado,2,1492.19,3.0
23795.0,Xpressbees,Farmacia,Motocicleta,48 hs,Sur,Lluvia,280.4,14.31,13.0,16.0,No,Entregado,4,1444.93,-3.0
23796.0,Ekart,Electrónica,Camión,Mismo día,Norte,Frío,24.1,38.46,0.0,8.0,No,Entregado,5,335.88,-8.0
23797.0,Ecom express,Farmacia,Motocicleta,Estándar,Este,Tormenta,252.3,19.05,15.0,24.0,No,Entregado,4,1318.65,-9.0
23798.0,Dhl,Cosmética,Furgoneta,48 hs,Centro,Frío,118.4,34.85,3.0,16.0,No,Entregado,4,696.55,-13.0
23799.0,Amazon logistics,Electrónica,Camión,Mismo día,Este,Lluvia,180.9,22.99,10.0,8.0,Si,Demorado,2,1073.47,2.0
23800.0,Ecom express,Cosmética,Furgoneta,48 hs,Oeste,Calor,47.9,46.42,2.0,16.0,No,Entregado,4,378.76,-14.0
23801.0,Fedex,Cosmética,Motocicleta,Mismo día,Centro,Despejado,35.8,37.94,3.0,8.0,No,Entregado,4,392.82,-5.0
23802.0,Delhivery,Autopartes,Motocicleta,Expreso,Centro,Despejado,142.4,32.22,3.0,4.0,No,Entregado,5,858.66,-1.0
23803.0,Xpressbees,Frágil,Motocicleta,Mismo día,Sur,Despejado,209.0,1.08,10.0,8.0,Si,Demorado,2,1148.24,2.0
23804.0,Dhl,Electrónica,Motocicleta,48 hs,Sur,Tormenta,274.9,46.43,12.0,16.0,No,Entregado,4,1513.79,-4.0
23805.0,Dhl,Electrónica,Furgoneta,48 hs,Este,Despejado,295.9,28.47,8.0,16.0,No,Entregado,5,1564.91,-8.0
23806.0,Fedex,Indumentaria,Furgoneta,48 hs,Norte,Lluvia,248.2,7.98,9.0,16.0,No,Entregado,5,1264.94,-7.0
23807.0,Ekart,Farmacia,Furgoneta,Estándar,Este,Calor,246.6,30.46,5.0,24.0,No,Entregado,5,1324.38,-19.0
23808.0,Ekart,Cosmética,Motocicleta,48 hs,Oeste,Despejado,37.5,36.93,3.0,16.0,No,Entregado,3,298.29,-13.0
23809.0,Ecom express,Farmacia,Furgoneta,Expreso,Norte,Frío,128.2,47.32,4.0,4.0,Si,Demorado,2,832.96,0.0
23810.0,Ekart,Documentación,Motocicleta,48 hs,Centro,Despejado,213.2,15.7,7.0,16.0,No,Entregado,3,1113.1,-9.0
23811.0,Fedex,Indumentaria,Furgoneta,Mismo día,Centro,Calor,157.2,17.69,6.0,8.0,No,Entregado,4,939.07,-2.0
23812.0,Xpressbees,Electrónica,Furgoneta,Mismo día,Sur,Calor,67.7,37.3,4.0,8.0,No,Entregado,3,550.4,-4.0
23814.0,Shadowfax,Documentación,Motocicleta,48 hs,Centro,Neblina,163.7,48.81,9.0,16.0,No,Entregado,5,964.93,-7.0
23815.0,Ecom express,Documentación,Furgoneta,Expreso,Centro,Despejado,261.8,27.49,7.0,7.0,Si,Demorado,2,1441.47,0.0
23816.0,Amazon logistics,Electrónica,Motocicleta,Mismo día,Oeste,Tormenta,84.1,14.51,6.0,8.0,No,Entregado,5,564.03,-2.0
23817.0,Delhivery,Documentación,Furgoneta,Mismo día,Sur,Frío,82.9,9.66,2.0,8.0,No,Entregado,4,543.48,-6.0
23818.0,Dhl,Frágil,Motocicleta,Expreso,Este,Calor,284.7,0.67,7.0,7.0,No,Entregado,5,1475.18,0.0
23819.0,Delhivery,Documentación,Motocicleta,Estándar,Oeste,Tormenta,83.8,43.43,6.0,24.0,No,Entregado,3,549.29,-18.0
23820.0,Shadowfax,Frágil,Motocicleta,48 hs,Oeste,Neblina,27.6,48.15,2.0,16.0,No,Entregado,4,282.45,-14.0
23821.0,Ekart,Electrónica,Furgoneta,Expreso,Sur,Lluvia,121.8,37.99,8.0,4.0,Si,Demorado,3,772.97,4.0
23822.0,Ecom express,Farmacia,Camión,Estándar,Norte,Despejado,214.9,39.06,3.0,24.0,No,Entregado,5,1191.68,-21.0
23823.0,Blue dart,Electrónica,Camión,Expreso,Norte,Despejado,297.1,31.47,6.0,7.0,No,Entregado,4,1632.41,-1.0
23825.0,Dhl,Autopartes,Motocicleta,48 hs,Este,Frío,4.9,17.17,2.0,16.0,No,Entregado,5,95.6674,-14.0
23826.0,Ecom express,Cosmética,Camión,Expreso,Norte,Tormenta,112.3,25.79,8.0,4.0,Si,Demorado,2,688.87,4.0
23827.0,Blue dart,Muebles,Motocicleta,Estándar,Norte,Neblina,166.4,6.34,7.0,24.0,No,Entregado,5,851.02,-17.0
23828.0,Ekart,Farmacia,Furgoneta,Estándar,Sur,Lluvia,68.7,37.79,5.0,24.0,No,Entregado,4,456.87,-19.0
23829.0,Dhl,Farmacia,Furgoneta,48 hs,Centro,Frío,189.4,44.56,3.0,16.0,No,Entregado,3,1080.68,-13.0
23830.0,Ecom express,Frágil,Furgoneta,48 hs,Sur,Calor,56.2,4.02,3.0,16.0,No,Entregado,5,293.06,-13.0
23831.0,Xpressbees,Farmacia,Camión,Estándar,Oeste,Despejado,291.3,12.31,7.0,24.0,No,Entregado,5,1493.43,-17.0
23832.0,Amazon logistics,Muebles,Furgoneta,Expreso,Oeste,Neblina,47.7,37.03,4.0,2.0,Si,Demorado,3,399.59,2.0
23833.0,Fedex,Electrónica,Furgoneta,Expreso,Oeste,Neblina,218.3,7.86,5.0,6.0,No,Entregado,5,1165.08,-1.0
23834.0,Amazon logistics,Autopartes,Furgoneta,Mismo día,Centro,Calor,225.1,16.29,6.0,8.0,No,Entregado,4,1274.37,-2.0
23835.0,Shadowfax,Farmacia,Motocicleta,Mismo día,Sur,Calor,165.3,1.97,4.0,8.0,No,Entregado,5,932.41,-4.0
23836.0,Xpressbees,Documentación,Camión,Mismo día,Norte,Calor,80.1,18.99,2.0,8.0,No,Entregado,5,557.47,-6.0
23837.0,Amazon logistics,Indumentaria,Motocicleta,Expreso,Norte,Calor,123.3,48.22,4.0,4.0,No,Entregado,4,811.16,0.0
23838.0,Ecom express,Farmacia,Motocicleta,Mismo día,Este,Lluvia,225.8,21.42,8.0,8.0,Si,Demorado,2,1293.26,0.0
23839.0,Shadowfax,Frágil,Furgoneta,Mismo día,Este,Neblina,120.3,20.45,6.0,8.0,No,Entregado,4,762.85,-2.0
23840.0,Dhl,Frágil,Motocicleta,Estándar,Este,Calor,124.6,48.72,4.0,24.0,No,Entregado,5,769.16,-20.0
23841.0,Shadowfax,Frágil,Camión,Mismo día,Centro,Lluvia,160.0,30.94,8.0,8.0,Si,Demorado,3,992.82,0.0
23842.0,Xpressbees,Autopartes,Motocicleta,Mismo día,Norte,Tormenta,190.4,4.79,9.0,8.0,Si,Demorado,2,1066.37,1.0
23843.0,Ecom express,Farmacia,Motocicleta,Expreso,Oeste,Calor,243.8,47.41,7.0,6.0,Si,Fallido,2,1411.23,1.0
23844.0,Xpressbees,Autopartes,Furgoneta,Expreso,Sur,Calor,270.1,33.62,6.0,7.0,No,Entregado,5,1501.36,-1.0
